Individuo,lnsalario,educ,edad,edad2,urban,soltero,casado,femenino
5495,"2,1286",5,20,400,0,1,0,0
5496,"2,1286",5,17,289,1,1,0,0
5497,"2,1286",5,27,729,0,0,1,0
5498,"2,1286",5,30,900,0,0,1,0
5499,"2,1286",5,24,576,1,1,0,0
5500,"2,1286",9,30,900,0,1,0,0
5501,"2,1286",9,30,900,0,0,1,0
5502,"2,1286",5,45,2025,1,0,1,0
5503,"2,1286",5,35,1225,0,0,1,0
5504,"2,1286",5,46,2116,1,0,1,1
5505,"2,1286",5,17,289,1,1,0,0
5506,"2,1286",5,25,625,0,1,0,0
5507,"2,1286",5,55,3025,1,0,1,0
5508,"2,1286",5,55,3025,0,0,0,0
5509,"2,1109",9,40,1600,0,0,1,0
5510,"2,0935",5,32,1024,1,0,1,0
5511,"2,0935",5,55,3025,0,0,1,0
5512,"2,0935",12,18,324,1,1,0,0
5513,"2,0935",5,18,324,1,1,0,0
5514,"2,0935",5,38,1444,1,0,1,0
5515,"2,0764",5,25,625,0,0,1,0
5516,"2,0764",5,42,1764,0,0,1,0
5517,"2,0764",5,32,1024,1,0,1,0
5518,"2,0764",5,16,256,1,1,0,0
5519,"2,0764",10,25,625,1,1,0,0
5520,"2,0764",5,17,289,0,1,0,0
5521,"2,0764",5,35,1225,0,0,1,0
5522,"2,0764",5,36,1296,0,0,1,0
5523,"2,0764",5,27,729,0,0,1,0
5524,"2,0764",10,18,324,1,1,0,1
5525,"2,0764",9,25,625,0,1,0,0
5526,"2,0596",12,26,676,1,0,1,0
5527,"2,0596",5,24,576,1,1,0,0
5528,"2,0596",5,22,484,1,1,0,0
5529,"2,0596",12,22,484,1,1,0,0
5530,"2,0596",10,22,484,0,1,0,0
5531,"2,0596",12,22,484,1,1,0,0
5532,"2,0596",9,22,484,1,1,0,0
5533,"2,0596",5,14,196,0,1,0,0
5534,"2,0596",5,24,576,0,1,0,0
5535,"2,0596",5,22,484,1,0,1,0
5536,"2,0596",5,37,1369,1,0,1,0
5537,"2,0431",12,20,400,0,1,0,0
5538,"2,0431",5,21,441,1,1,0,0
5539,"2,0268",10,26,676,0,0,1,0
5540,"1,9951",9,22,484,1,0,1,0
5541,"1,9951",12,20,400,1,1,0,0
5542,"1,9796",5,40,1600,0,0,1,0
5543,"1,9796",9,28,784,0,0,1,0
5544,"1,9796",5,19,361,1,1,0,0
5545,"1,9643",5,35,1225,0,0,1,0
5546,"1,9643",9,42,1764,0,0,1,0
5547,"1,9643",5,31,961,1,0,1,0
5548,"1,9643",12,19,361,1,1,0,0
5549,"1,9345",5,22,484,0,1,0,0
5550,"1,9345",5,21,441,0,1,0,0
5551,"1,9345",5,18,324,1,1,0,0
5552,"1,9345",5,30,900,1,0,1,0
5553,"1,9055",5,30,900,0,0,1,0
5554,"1,9055",12,22,484,0,0,1,0
5555,"1,9055",5,28,784,0,0,1,0
5556,"1,9055",5,46,2116,1,0,1,0
5557,"1,9055",12,24,576,0,1,0,0
5558,"1,9055",5,17,289,1,1,0,0
5559,"1,9055",9,18,324,1,1,0,0
5560,"1,8913",5,25,625,0,0,1,0
5561,"1,8773",5,26,676,1,1,0,0
5562,"1,8773",5,20,400,1,1,0,0
5563,"1,8773",12,20,400,1,1,0,0
5564,"1,8773",5,24,576,1,1,0,0
5565,"1,8773",5,25,625,1,1,0,1
5566,"1,8773",9,26,676,1,0,1,0
5567,"1,8499",9,18,324,1,1,0,0
5568,"1,7973",9,17,289,0,1,0,0
5569,"1,7845",5,24,576,0,0,1,0
5570,"1,7232",5,60,3600,0,0,1,0
5571,"1,7232",5,16,256,0,1,0,0
5572,"1,7232",5,49,2401,1,0,1,0
5573,"1,7232",9,20,400,0,1,0,0
5574,"1,7232",5,40,1600,1,0,1,0
5575,"1,7232",5,16,256,1,1,0,0
5576,"2,0515",9,22,484,0,0,1,0
5577,"2,3220",5,32,1024,0,0,1,0
5578,"2,6474",16,21,441,1,1,0,1
5579,"2,6474",16,22,484,1,1,0,1
5580,"2,6474",16,24,576,1,1,0,1
5581,"2,4892",5,58,3364,0,0,1,0
5582,"2,4186",5,56,3136,1,0,0,0
5583,"2,4186",12,22,484,0,1,0,0
5584,"2,3741",5,15,225,0,1,0,0
5585,"2,3316",5,30,900,1,0,1,0
5586,"2,3316",5,40,1600,0,0,1,1
5587,"2,3316",5,42,1764,0,0,1,1
5588,"2,2709",5,53,2809,0,0,1,0
5589,"2,2709",5,28,784,0,0,1,0
5590,"2,2515",5,20,400,0,0,1,0
5591,"2,2515",5,23,529,1,1,0,0
5592,"2,2515",9,18,324,0,1,0,0
5593,"2,2325",12,18,324,0,1,0,0
5594,"2,2138",5,16,256,1,1,0,0
5595,"2,1774",5,38,1444,0,0,1,0
5596,"2,1774",5,50,2500,0,0,1,0
5597,"2,1774",5,20,400,0,1,0,0
5598,"2,1774",9,36,1296,0,0,1,0
5599,"2,1423",5,25,625,1,0,1,0
5600,"2,1084",5,22,484,0,1,0,0
5601,"2,1084",5,27,729,0,0,1,1
5602,"2,0596",5,18,324,0,0,1,0
5603,"2,0596",5,35,1225,1,0,1,0
5604,"2,0131",5,27,729,0,0,1,0
5605,"2,0131",5,56,3136,0,0,0,0
5606,"2,0131",5,25,625,1,1,0,0
5607,"1,9543",5,34,1156,0,0,1,0
5608,"1,9543",5,30,900,0,0,1,0
5609,"1,9543",5,35,1225,0,0,1,0
5610,"1,7720",5,40,1600,1,0,1,0
5611,"1,6178",5,55,3025,1,0,1,0
5612,"2,1798",5,26,676,0,0,1,0
5613,"2,4281",16,22,484,1,1,0,1
5614,"2,2373",5,23,529,0,0,1,0
5615,"5,5561",5,20,400,0,1,0,0
5616,"4,4575",5,23,529,1,0,1,0
5617,"2,7229",10,23,529,1,1,0,1
5618,"2,5116",5,20,400,0,1,0,0
5619,"2,5116",5,45,2025,1,0,0,1
5620,"2,4881",12,22,484,1,1,0,0
5621,"2,4651",12,19,361,0,1,0,0
5622,"2,3781",5,29,841,0,0,1,0
5623,"2,3781",5,23,529,1,0,1,0
5624,"2,3781",5,25,625,1,0,1,0
5625,"2,3781",9,17,289,1,1,0,0
5626,"2,3781",5,15,225,1,1,0,0
5627,"2,3781",5,17,289,1,1,0,0
5628,"2,3781",5,20,400,1,1,0,0
5629,"2,3781",5,18,324,1,1,0,0
5630,"2,3781",5,20,400,1,1,0,0
5631,"2,3781",5,17,289,1,1,0,0
5632,"2,3373",5,23,529,1,0,1,0
5633,"2,2603",12,28,784,0,0,1,1
5634,"2,2239",5,22,484,0,0,1,0
5635,"2,2239",5,40,1600,0,0,1,0
5636,"2,2239",5,45,2025,0,0,1,0
5637,"2,2239",5,23,529,0,1,0,0
5638,"2,2239",5,18,324,1,1,0,0
5639,"2,2239",12,18,324,1,1,0,0
5640,"2,1889",9,25,625,1,1,0,0
5641,"2,1549",5,22,484,0,0,1,0
5642,"2,1549",9,24,576,1,1,0,0
5643,"2,1549",5,22,484,1,1,0,0
5644,"2,1549",9,34,1156,1,1,0,0
5645,"2,1549",5,35,1225,1,0,1,0
5646,"2,1222",5,57,3249,1,0,1,0
5647,"2,1062",5,40,1600,0,0,1,0
5648,"2,1062",5,17,289,0,1,0,0
5649,"2,0596",5,25,625,1,1,0,0
5650,"2,0298",5,18,324,0,1,0,0
5651,"2,0298",5,22,484,1,1,0,0
5652,"2,0008",5,60,3600,0,0,1,0
5653,"2,0008",9,20,400,0,1,0,0
5654,"2,0008",5,50,2500,0,0,1,0
5655,"2,0008",5,45,2025,0,0,1,0
5656,"1,9726",5,28,784,1,0,1,0
5657,"1,8426",5,32,1024,0,0,1,0
5658,"1,8185",5,22,484,1,0,1,0
5659,"1,8185",5,30,900,1,0,1,0
5660,"2,5341",5,25,625,0,0,1,0
5661,"2,5341",5,22,484,0,0,1,0
5662,"2,4006",5,54,2916,1,0,1,0
5663,"2,4006",5,27,729,1,1,0,0
5664,"3,2492",5,55,3025,1,0,0,1
5665,"2,7102",5,47,2209,1,0,1,1
5666,"2,6302",5,30,900,0,0,1,0
5667,"2,4871",16,32,1024,1,0,1,0
5668,"2,4651",5,49,2401,0,0,1,0
5669,"2,4225",9,26,676,1,0,1,0
5670,"2,4225",5,16,256,0,1,0,0
5671,"2,4225",5,17,289,0,1,0,0
5672,"2,3817",5,30,900,1,0,1,0
5673,"2,3425",9,40,1600,1,1,0,0
5674,"2,3048",5,24,576,0,1,0,0
5675,"2,3048",12,25,625,1,0,1,0
5676,"2,3048",5,50,2500,1,0,1,0
5677,"2,2684",5,39,1521,0,0,1,0
5678,"2,2684",5,43,1849,1,0,1,0
5679,"2,2684",5,51,2601,1,0,1,1
5680,"2,2333",9,22,484,1,1,0,0
5681,"2,2333",10,26,676,0,1,0,0
5682,"2,1994",5,38,1444,0,0,1,0
5683,"2,1994",5,17,289,1,1,0,0
5684,"2,1994",9,30,900,1,1,0,0
5685,"2,1994",12,44,1936,0,0,1,0
5686,"2,1349",5,35,1225,0,0,1,0
5687,"2,0453",5,16,256,1,1,0,0
5688,"2,0453",5,55,3025,0,0,1,0
5689,"2,0453",16,35,1225,1,0,1,0
5690,"2,0453",5,23,529,0,0,1,0
5691,"2,0171",9,16,256,1,1,0,0
5692,"1,9897",5,18,324,0,1,0,0
5693,"4,9500",9,26,676,1,0,1,0
5694,"2,8099",16,26,676,1,1,0,1
5695,"2,7528",5,60,3600,1,0,1,0
5696,"2,6474",9,23,529,1,1,0,0
5697,"2,5751",5,28,784,1,1,0,0
5698,"2,5521",5,25,625,1,1,0,0
5699,"2,5521",16,22,484,1,1,0,1
5700,"2,5077",16,30,900,0,0,1,0
5701,"2,4862",9,36,1296,1,1,0,0
5702,"2,4651",5,29,841,0,0,1,0
5703,"2,4651",5,16,256,1,1,0,0
5704,"2,4651",5,58,3364,0,0,1,0
5705,"2,4651",5,55,3025,0,0,1,0
5706,"2,4651",12,19,361,1,1,0,0
5707,"2,4651",5,17,289,1,1,0,0
5708,"2,4651",12,26,676,1,0,1,0
5709,"2,4651",9,30,900,1,1,0,0
5710,"2,4045",5,22,484,0,1,0,0
5711,"2,3851",5,45,2025,0,0,1,0
5712,"2,3473",5,42,1764,1,0,1,0
5713,"2,3110",5,42,1764,1,0,1,0
5714,"2,2420",5,32,1024,0,0,1,0
5715,"2,2092",9,18,324,0,1,0,0
5716,"2,1774",5,19,361,0,1,0,0
5717,"2,1774",5,14,196,1,1,0,0
5718,"2,1619",5,22,484,1,0,1,0
5719,"2,1467",5,23,529,0,1,0,0
5720,"2,1168",9,18,324,1,1,0,0
5721,"2,1168",5,23,529,1,1,0,0
5722,"2,1168",9,18,324,1,1,0,0
5723,"2,0878",5,20,400,0,0,1,0
5724,"2,0596",10,26,676,1,1,0,0
5725,"2,0056",5,27,729,0,0,1,0
5726,"2,5068",5,33,1089,0,0,1,0
5727,"2,2626",5,15,225,0,1,0,0
5728,"2,2626",9,20,400,0,1,0,0
5729,"2,1084",5,45,2025,0,0,1,0
5730,"2,0131",9,24,576,1,0,1,0
5731,"3,3326",5,30,900,0,0,1,0
5732,"3,2416",12,20,400,0,1,0,0
5733,"3,1991",9,20,400,1,1,0,0
5734,"3,1190",5,39,1521,1,0,1,0
5735,"3,0449",5,50,2500,1,0,1,0
5736,"2,9431",5,47,2209,0,0,1,0
5737,"2,9114",5,22,484,1,0,1,0
5738,"2,9114",5,27,729,1,1,0,0
5739,"2,9114",5,25,625,1,1,0,0
5740,"2,8508",12,26,676,1,1,0,0
5741,"2,8508",5,55,3025,0,0,1,0
5742,"2,8218",16,27,729,1,0,1,0
5743,"2,7936",16,25,625,1,1,0,1
5744,"2,7136",10,22,484,0,0,1,0
5745,"2,7136",9,22,484,0,1,0,1
5746,"2,6882",5,29,841,0,0,1,0
5747,"2,6882",12,24,576,1,1,0,0
5748,"2,6882",5,18,324,0,1,0,0
5749,"2,6882",9,23,529,1,0,1,0
5750,"2,6882",5,55,3025,1,0,1,0
5751,"2,6636",12,27,729,0,0,1,0
5752,"2,6395",5,45,2025,1,0,1,0
5753,"2,6159",5,25,625,0,1,0,0
5754,"2,5929",12,22,484,1,1,0,0
5755,"2,5705",12,26,676,1,0,1,0
5756,"2,5485",5,21,441,1,1,0,0
5757,"2,5270",5,20,400,0,1,0,0
5758,"2,5059",5,40,1600,0,0,1,0
5759,"2,5059",12,60,3600,0,0,1,0
5760,"2,5059",5,57,3249,0,0,1,0
5761,"2,5059",5,19,361,1,1,0,0
5762,"2,5059",5,22,484,0,1,0,0
5763,"2,5059",5,50,2500,0,0,1,0
5764,"2,5059",12,32,1024,1,0,1,0
5765,"2,5059",5,22,484,1,1,0,0
5766,"2,5059",9,30,900,1,0,1,0
5767,"2,5059",9,22,484,1,1,0,0
5768,"2,5059",5,28,784,0,0,1,0
5769,"2,5059",5,40,1600,1,0,1,0
5770,"2,5059",9,45,2025,1,0,1,0
5771,"2,5059",5,20,400,0,1,0,0
5772,"2,5059",10,18,324,1,1,0,0
5773,"2,5059",9,25,625,1,1,0,0
5774,"2,5059",5,35,1225,1,0,1,0
5775,"2,5059",10,25,625,1,1,0,0
5776,"2,5059",9,37,1369,1,0,1,0
5777,"2,5059",5,22,484,1,1,0,0
5778,"2,5059",5,30,900,1,0,1,0
5779,"2,5059",5,36,1296,1,0,1,0
5780,"2,5059",5,20,400,1,1,0,0
5781,"2,5059",5,24,576,1,1,0,0
5782,"2,5059",9,24,576,0,0,1,0
5783,"2,5059",9,43,1849,1,0,1,0
5784,"2,5059",12,23,529,1,1,0,0
5785,"2,5059",5,25,625,1,1,0,0
5786,"2,5059",9,18,324,1,1,0,0
5787,"2,5059",5,30,900,0,0,1,0
5788,"2,5059",5,30,900,0,0,1,0
5789,"2,5059",5,28,784,1,0,1,0
5790,"2,5059",5,45,2025,0,0,1,0
5791,"2,4853",5,38,1444,0,1,0,0
5792,"2,4853",12,25,625,1,1,0,0
5793,"2,4853",5,35,1225,1,0,1,0
5794,"2,4651",5,40,1600,0,0,1,0
5795,"2,4651",9,30,900,0,0,1,0
5796,"2,4453",5,52,2704,1,0,1,0
5797,"2,4453",12,20,400,1,1,0,0
5798,"2,4259",5,22,484,0,0,1,0
5799,"2,4259",5,26,676,0,0,1,0
5800,"2,4068",10,30,900,0,0,1,0
5801,"2,4068",5,32,1024,1,0,1,0
5802,"2,4068",5,42,1764,1,0,1,0
5803,"2,4068",5,22,484,1,1,0,0
5804,"2,3881",5,22,484,0,1,0,0
5805,"2,3881",5,25,625,1,0,1,0
5806,"2,3881",9,20,400,1,1,0,0
5807,"2,3881",5,22,484,1,1,0,0
5808,"2,3698",5,26,676,0,1,0,0
5809,"2,3698",5,30,900,0,0,1,0
5810,"2,3518",5,22,484,0,0,1,0
5811,"2,3518",5,28,784,0,0,1,0
5812,"2,3518",5,17,289,1,1,0,0
5813,"2,3518",5,45,2025,0,0,1,0
5814,"2,3518",12,32,1024,0,0,1,0
5815,"2,3518",5,29,841,1,0,1,0
5816,"2,3518",5,16,256,1,1,0,0
5817,"2,3518",5,36,1296,0,0,1,0
5818,"2,3518",12,28,784,1,1,0,0
5819,"2,3518",5,40,1600,0,0,1,0
5820,"2,3518",5,60,3600,1,0,1,0
5821,"2,3518",9,18,324,0,1,0,0
5822,"2,3518",5,40,1600,0,0,1,0
5823,"2,3518",5,31,961,0,0,1,0
5824,"2,3518",10,21,441,1,1,0,0
5825,"2,3518",16,32,1024,1,0,1,0
5826,"2,3518",5,34,1156,0,0,1,0
5827,"2,3518",5,40,1600,0,0,1,0
5828,"2,3341",5,23,529,1,1,0,0
5829,"2,3341",5,36,1296,0,0,1,0
5830,"2,3167",5,48,2304,0,0,1,0
5831,"2,3167",5,22,484,0,1,0,0
5832,"2,3167",12,20,400,0,1,0,0
5833,"2,2828",10,38,1444,0,0,1,0
5834,"2,2828",5,15,225,0,1,0,0
5835,"2,2828",12,32,1024,0,0,1,0
5836,"2,2828",5,48,2304,1,0,1,0
5837,"2,2828",12,28,784,0,0,1,0
5838,"2,2828",5,15,225,1,1,0,0
5839,"2,2828",5,25,625,1,1,0,0
5840,"2,2828",9,21,441,1,1,0,0
5841,"2,2828",12,22,484,1,1,0,0
5842,"2,2828",16,35,1225,0,0,1,0
5843,"2,2828",12,20,400,1,1,0,0
5844,"2,2828",12,24,576,1,1,0,0
5845,"2,2828",5,42,1764,0,0,1,0
5846,"2,2828",5,40,1600,1,0,1,0
5847,"2,2828",5,23,529,1,1,0,0
5848,"2,2828",9,18,324,1,1,0,0
5849,"2,2663",10,30,900,1,0,1,0
5850,"2,2663",5,29,841,0,0,1,0
5851,"2,2500",9,38,1444,0,0,1,0
5852,"2,2500",5,35,1225,1,0,1,0
5853,"2,2340",12,40,1600,0,0,1,0
5854,"2,2340",16,30,900,1,1,0,0
5855,"2,2340",5,22,484,0,1,0,0
5856,"2,2340",9,19,361,0,1,0,0
5857,"2,2182",9,24,576,1,1,0,0
5858,"2,2027",5,16,256,0,1,0,0
5859,"2,1875",5,15,225,0,1,0,0
5860,"2,1875",5,39,1521,0,0,1,0
5861,"2,1576",5,47,2209,0,0,1,0
5862,"2,1576",12,16,256,1,1,0,0
5863,"2,1576",5,14,196,1,1,0,0
5864,"2,1576",5,35,1225,1,0,1,0
5865,"2,1286",9,25,625,0,0,1,0
5866,"2,1286",5,25,625,0,1,0,0
5867,"2,1286",5,35,1225,1,0,1,0
5868,"2,1286",5,51,2601,1,0,1,0
5869,"2,1286",5,36,1296,1,0,1,0
5870,"2,1286",5,18,324,1,1,0,1
5871,"2,1286",5,24,576,1,0,1,0
5872,"2,1286",5,16,256,1,1,0,0
5873,"2,1005",9,30,900,1,0,1,0
5874,"2,1005",5,26,676,0,1,0,0
5875,"2,1005",12,26,676,1,1,0,0
5876,"2,1005",5,60,3600,1,0,1,0
5877,"2,0333",5,39,1521,1,0,1,0
5878,"1,9463",12,25,625,1,1,0,0
5879,"1,7820",5,25,625,1,0,1,1
5880,"2,3716",5,45,2025,0,0,1,0
5881,"4,1138",5,60,3600,1,0,0,0
5882,"2,6322",5,20,400,1,1,0,0
5883,"2,6322",12,44,1936,1,0,1,0
5884,"2,6097",9,27,729,1,0,1,0
5885,"2,5877",9,36,1296,1,0,1,0
5886,"2,5662",5,47,2209,1,0,1,0
5887,"2,5451",5,52,2704,1,0,1,0
5888,"2,5451",5,36,1296,0,0,1,0
5889,"2,5451",5,35,1225,1,0,1,0
5890,"2,5451",5,25,625,1,1,0,0
5891,"2,4845",5,39,1521,0,0,1,0
5892,"2,4845",5,18,324,0,1,0,0
5893,"2,4461",5,36,1296,1,0,1,0
5894,"2,4461",9,38,1444,0,0,1,0
5895,"2,3910",5,32,1024,1,0,1,0
5896,"2,3910",9,22,484,1,1,0,0
5897,"2,3220",5,28,784,0,0,1,0
5898,"2,3220",5,22,484,0,1,0,0
5899,"2,3220",5,36,1296,1,0,1,0
5900,"2,3220",5,20,400,1,1,0,0
5901,"2,3220",5,24,576,1,1,0,0
5902,"2,3055",5,42,1764,0,0,1,0
5903,"2,2267",5,35,1225,0,0,1,0
5904,"2,1679",5,55,3025,0,0,1,0
5905,"2,1679",5,45,2025,0,0,1,0
5906,"2,1679",5,33,1089,1,0,1,0
5907,"2,1679",5,60,3600,1,0,0,0
5908,"2,1679",5,38,1444,1,0,1,1
5909,"2,1397",12,24,576,1,1,0,0
5910,"2,0856",9,23,529,0,0,1,0
5911,"2,7652",9,37,1369,1,0,1,0
5912,"2,5829",5,30,900,1,0,1,0
5913,"2,5829",5,24,576,1,1,0,0
5914,"2,4651",5,15,225,1,1,0,0
5915,"2,4651",5,16,256,0,1,0,0
5916,"2,4651",5,45,2025,0,0,1,0
5917,"2,4287",9,18,324,0,1,0,0
5918,"2,4287",5,30,900,1,0,1,0
5919,"2,3597",9,33,1089,1,0,1,0
5920,"2,3597",9,24,576,0,0,1,0
5921,"2,3597",5,23,529,1,0,1,0
5922,"2,3597",5,27,729,1,0,1,0
5923,"2,3270",5,15,225,0,1,0,0
5924,"2,3110",10,24,576,1,1,0,0
5925,"2,2346",5,40,1600,0,0,1,0
5926,"2,2056",9,25,625,0,1,0,0
5927,"2,8089",5,40,1600,1,0,1,1
5928,"2,7528",5,21,441,1,1,0,0
5929,"2,6618",5,35,1225,0,0,1,0
5930,"2,6403",5,20,400,0,0,1,0
5931,"2,6193",5,20,400,0,1,0,0
5932,"2,6193",5,16,256,1,1,0,0
5933,"2,6193",5,18,324,1,1,0,0
5934,"2,6193",5,30,900,1,0,1,0
5935,"2,6193",5,28,784,1,0,1,0
5936,"2,6193",5,25,625,1,0,1,0
5937,"2,6193",5,31,961,0,0,1,0
5938,"2,6193",5,30,900,1,0,1,0
5939,"2,5986",5,40,1600,1,0,1,0
5940,"2,5784",5,29,841,0,1,0,0
5941,"2,5784",5,17,289,1,1,0,0
5942,"2,5392",5,50,2500,0,0,1,0
5943,"2,5392",5,17,289,1,1,0,0
5944,"2,5392",9,20,400,0,1,0,0
5945,"2,5202",5,47,2209,1,0,1,0
5946,"2,5015",5,16,256,1,1,0,0
5947,"2,4651",12,15,225,1,1,0,0
5948,"2,4651",5,23,529,0,1,0,0
5949,"2,4651",9,35,1225,1,0,1,0
5950,"2,4651",5,17,289,1,1,0,1
5951,"2,4474",5,26,676,1,1,0,0
5952,"2,4300",5,22,484,0,1,0,0
5953,"2,4300",5,18,324,1,1,0,0
5954,"2,4300",5,42,1764,0,0,1,0
5955,"2,3961",5,23,529,1,1,0,0
5956,"2,3961",5,28,784,0,0,1,0
5957,"2,3961",5,17,289,1,1,0,0
5958,"2,3961",12,20,400,1,1,0,0
5959,"2,3961",5,41,1681,1,0,1,0
5960,"2,3961",12,47,2209,1,0,1,0
5961,"2,3796",9,23,529,0,1,0,0
5962,"2,3473",12,21,441,1,1,0,0
5963,"2,3316",9,28,784,1,0,1,0
5964,"2,3161",5,25,625,0,1,0,0
5965,"2,3008",9,26,676,1,0,1,0
5966,"2,2138",12,50,2500,1,0,1,0
5967,"2,0596",5,19,361,1,1,0,0
5968,"2,7414",9,20,400,1,1,0,0
5969,"2,6543",9,20,400,1,1,0,0
5970,"2,6543",5,30,900,0,0,1,0
5971,"2,5002",10,23,529,1,1,0,0
5972,"2,4651",16,22,484,1,0,1,0
5973,"2,4480",5,30,900,0,0,1,0
5974,"6,5426",12,35,1225,1,0,1,0
5975,"3,3814",9,34,1156,1,0,1,0
5976,"3,3406",16,24,576,1,1,0,1
5977,"3,2272",5,16,256,1,1,0,1
5978,"3,1922",16,42,1764,1,0,1,1
5979,"3,1583",5,25,625,0,0,1,0
5980,"3,1583",16,42,1764,1,0,0,1
5981,"3,0937",5,17,289,1,1,0,0
5982,"3,0331",16,57,3249,1,0,1,0
5983,"3,0331",16,24,576,1,1,0,1
5984,"3,0041",16,23,529,1,1,0,1
5985,"3,0041",5,23,529,0,1,0,0
5986,"2,9759",5,37,1369,0,0,1,0
5987,"2,9485",9,23,529,0,1,0,0
5988,"2,9485",5,30,900,0,0,1,0
5989,"2,8959",12,22,484,0,1,0,0
5990,"2,8706",5,27,729,1,0,1,0
5991,"2,8706",5,19,361,1,1,0,0
5992,"2,8706",5,22,484,1,1,0,0
5993,"2,8706",16,22,484,1,1,0,0
5994,"2,8706",5,42,1764,1,0,1,0
5995,"2,8706",12,24,576,1,1,0,0
5996,"2,8706",5,17,289,0,1,0,0
5997,"2,8459",12,20,400,1,1,0,0
5998,"2,8218",5,24,576,0,1,0,0
5999,"2,8218",16,28,784,1,1,0,0
6000,"2,8218",5,21,441,1,0,1,0
6001,"2,8218",5,23,529,1,1,0,0
6002,"2,7982",9,28,784,0,0,1,0
6003,"2,7982",16,24,576,1,1,0,0
6004,"2,7982",16,30,900,1,0,1,0
6005,"2,7753",5,50,2500,0,0,1,0
6006,"2,7753",5,60,3600,1,0,1,0
6007,"2,7753",5,20,400,1,1,0,0
6008,"2,7753",10,19,361,1,1,0,0
6009,"2,7753",10,21,441,1,1,0,0
6010,"2,7753",5,24,576,0,1,0,1
6011,"2,7753",12,35,1225,1,0,1,0
6012,"2,7753",12,28,784,1,1,0,0
6013,"2,7528",9,18,324,1,1,0,0
6014,"2,7528",5,55,3025,1,0,1,0
6015,"2,7528",5,24,576,1,0,1,0
6016,"2,7528",9,18,324,1,1,0,0
6017,"2,7528",16,26,676,1,0,1,1
6018,"2,7528",5,38,1444,1,0,1,0
6019,"2,7308",12,20,400,1,0,1,0
6020,"2,7308",5,40,1600,1,0,1,0
6021,"2,7308",12,23,529,0,1,0,0
6022,"2,7308",5,21,441,1,1,0,0
6023,"2,7308",12,23,529,1,1,0,0
6024,"2,7308",12,32,1024,1,0,1,0
6025,"2,7308",5,33,1089,0,0,1,0
6026,"2,7308",16,32,1024,1,0,1,1
6027,"2,7308",12,22,484,1,1,0,0
6028,"2,7308",9,30,900,1,0,1,0
6029,"2,7093",5,30,900,0,0,1,0
6030,"2,7093",12,24,576,1,1,0,0
6031,"2,7093",12,22,484,0,1,0,0
6032,"2,6882",5,41,1681,0,0,1,0
6033,"2,6882",5,37,1369,1,0,1,0
6034,"2,6882",5,40,1600,0,0,1,0
6035,"2,6882",5,29,841,1,0,1,0
6036,"2,6882",9,30,900,0,0,1,0
6037,"2,6882",5,21,441,1,1,0,0
6038,"2,6882",5,36,1296,1,0,1,0
6039,"2,6882",5,18,324,1,1,0,0
6040,"2,6882",5,22,484,0,0,1,0
6041,"2,6882",5,21,441,1,1,0,0
6042,"2,6882",5,22,484,0,1,0,0
6043,"2,6882",9,23,529,1,1,0,0
6044,"2,6882",9,18,324,1,1,0,0
6045,"2,6882",16,21,441,1,1,0,0
6046,"2,6882",12,45,2025,1,0,1,0
6047,"2,6882",5,25,625,1,1,0,0
6048,"2,6882",16,30,900,1,0,1,0
6049,"2,6882",5,36,1296,1,0,1,0
6050,"2,6882",5,19,361,1,1,0,0
6051,"2,6882",5,22,484,1,1,0,0
6052,"2,6882",9,18,324,0,1,0,0
6053,"2,6882",9,34,1156,1,0,1,0
6054,"2,6882",12,20,400,0,1,0,0
6055,"2,6882",12,23,529,1,1,0,0
6056,"2,6882",5,25,625,0,0,1,0
6057,"2,6882",5,30,900,0,0,1,0
6058,"2,6882",5,38,1444,0,0,1,0
6059,"2,6882",5,36,1296,1,0,1,0
6060,"2,6882",12,20,400,0,1,0,0
6061,"2,6882",12,32,1024,0,0,1,0
6062,"2,6882",12,47,2209,1,0,1,0
6063,"2,6882",5,50,2500,1,0,1,0
6064,"2,6882",5,20,400,1,1,0,0
6065,"2,6882",9,24,576,1,1,0,0
6066,"2,6882",5,45,2025,1,0,1,0
6067,"2,6882",12,22,484,1,1,0,1
6068,"2,6882",12,23,529,1,1,0,0
6069,"2,6882",12,30,900,1,1,0,0
6070,"2,6882",16,24,576,1,1,0,1
6071,"2,6882",10,52,2704,1,0,1,0
6072,"2,6882",5,38,1444,1,0,1,1
6073,"2,6882",5,28,784,1,1,0,0
6074,"2,6882",5,22,484,1,0,1,0
6075,"2,6882",5,33,1089,1,0,1,0
6076,"2,6882",9,21,441,1,0,1,0
6077,"2,6882",12,25,625,1,1,0,0
6078,"2,6882",12,37,1369,1,0,1,0
6079,"2,6882",5,45,2025,0,0,1,0
6080,"2,6882",9,18,324,1,1,0,0
6081,"2,6882",5,60,3600,1,0,1,0
6082,"2,6676",5,20,400,0,1,0,0
6083,"2,6676",9,22,484,0,1,0,0
6084,"2,6676",9,23,529,0,0,1,0
6085,"2,6676",5,35,1225,0,0,1,0
6086,"2,6276",5,37,1369,0,0,1,1
6087,"2,6082",5,25,625,0,1,0,0
6088,"2,6082",5,30,900,0,0,1,0
6089,"2,6082",5,35,1225,0,0,1,0
6090,"2,6082",10,21,441,1,1,0,0
6091,"2,6082",5,34,1156,0,0,1,0
6092,"2,5892",5,30,900,1,0,1,0
