Individuo,lnsalario,educ,edad,edad2,urban,soltero,casado,femenino
1,"0,8847",10,25,625,0,1,0,0
2,"0,5192",5,44,1936,1,0,1,0
3,"0,8359",10,40,1600,1,0,1,0
4,"1,4153",10,40,1600,1,0,1,0
5,"1,9055",12,23,529,0,0,1,1
6,"1,7930",9,17,289,1,1,0,0
7,"2,0204",12,25,625,0,0,1,1
8,"1,6978",5,24,576,1,0,1,0
9,"1,7720",12,18,324,0,1,0,1
10,"2,1879",12,40,1600,1,0,1,1
11,"2,5341",12,21,441,0,1,0,1
12,"2,1774",12,22,484,0,1,0,1
13,"2,1051",12,27,729,0,0,1,1
14,"2,0596",16,38,1444,1,0,1,0
15,"1,9151",12,45,2025,1,0,1,1
16,"2,3425",16,25,625,1,1,0,0
17,"2,2200",5,50,2500,0,0,1,0
18,"2,0413",5,60,3600,1,0,1,0
19,"2,0343",9,28,784,0,0,1,0
20,"2,4651",10,25,625,1,1,0,0
21,"2,4163",12,22,484,0,0,1,0
22,"2,1650",9,42,1764,0,0,1,0
23,"2,0108",5,50,2500,1,0,1,0
24,"2,4651",9,28,784,0,0,1,0
25,"2,1774",5,46,2116,0,0,1,0
26,"1,7720",5,30,900,0,0,1,0
27,"2,9023",5,22,484,0,0,1,0
28,"2,8398",5,20,400,0,1,0,0
29,"2,4862",5,24,576,1,0,1,0
30,"2,1774",5,42,1764,0,0,1,0
31,"3,0098",16,30,900,1,1,0,1
32,"2,7936",12,20,400,1,1,0,0
33,"2,7136",12,33,1089,0,0,1,0
34,"2,6636",5,48,2304,0,0,1,0
35,"2,5929",5,59,3481,1,0,1,0
36,"2,5929",5,24,576,1,0,1,0
37,"2,5929",5,41,1681,1,0,1,0
38,"2,5929",5,19,361,1,1,0,0
39,"2,3518",9,45,2025,1,0,1,0
40,"2,3518",5,22,484,0,1,0,0
41,"2,3518",5,24,576,0,1,0,0
42,"2,2027",12,24,576,0,0,1,0
43,"1,9827",12,20,400,0,1,0,0
44,"2,8610",9,30,900,1,0,1,0
45,"2,6322",12,21,441,1,1,0,0
46,"2,6322",5,36,1296,1,0,1,0
47,"2,7905",10,25,625,0,1,0,1
48,"2,7652",16,27,729,0,0,1,0
49,"2,6699",5,40,1600,1,0,1,0
50,"2,5829",10,33,1089,1,1,0,0
51,"2,4287",12,28,784,0,1,0,0
52,"2,2644",5,25,625,1,1,0,0
53,"2,6882",12,44,1936,1,0,1,0
54,"2,4471",5,37,1369,1,0,1,1
55,"2,6510",9,24,576,1,1,0,0
56,"2,6175",5,37,1369,0,0,1,0
57,"3,6572",5,25,625,0,1,0,0
58,"2,8269",12,25,625,1,1,0,0
59,"2,8269",16,26,676,0,1,0,0
60,"2,8016",5,40,1600,0,0,1,0
61,"2,8016",5,32,1024,1,0,1,0
62,"2,8016",12,26,676,1,0,1,0
63,"2,8016",9,45,2025,0,0,1,0
64,"2,7063",5,46,2116,1,0,1,0
65,"2,7063",5,44,1936,1,0,1,0
66,"2,7063",9,46,2116,0,0,1,0
67,"2,7063",12,40,1600,1,0,1,0
68,"2,7063",9,29,841,1,0,1,0
69,"2,7063",9,36,1296,1,0,1,0
70,"2,7063",9,38,1444,1,0,1,0
71,"2,7063",9,39,1521,1,0,1,0
72,"2,6618",12,35,1225,0,0,1,0
73,"2,5986",5,39,1521,1,0,1,0
74,"2,5784",5,35,1225,0,0,1,0
75,"2,4651",9,38,1444,1,0,1,0
76,"2,0596",5,38,1444,1,0,1,0
77,"2,6672",9,23,529,0,1,0,0
78,"2,6370",5,45,2025,0,0,1,0
79,"2,5379",9,45,2025,0,0,1,0
80,"3,1583",5,28,784,0,0,1,0
81,"2,9420",12,24,576,0,0,1,0
82,"2,7643",5,29,841,0,1,0,0
83,"2,7414",5,45,2025,1,0,1,0
84,"2,5002",5,45,2025,0,0,1,0
85,"2,3824",5,42,1764,1,0,1,0
86,"2,7465",5,45,2025,1,0,1,0
87,"2,4822",12,21,441,0,0,1,0
88,"2,6856",12,33,1089,1,0,1,0
89,"3,7262",5,35,1225,0,0,1,0
90,"3,1583",16,31,961,1,0,1,0
91,"3,0629",9,18,324,0,1,0,0
92,"3,0331",10,24,576,1,1,0,0
93,"3,0041",5,35,1225,1,0,1,0
94,"2,8959",12,22,484,0,1,0,0
95,"2,8959",5,33,1089,1,0,1,0
96,"2,8959",10,23,529,1,1,0,0
97,"2,8959",12,20,400,1,0,1,1
98,"2,8706",12,24,576,1,0,1,0
99,"2,8706",5,55,3025,0,0,1,1
100,"2,8706",16,30,900,1,1,0,0
101,"2,8706",5,52,2704,0,0,1,0
102,"2,8218",12,20,400,0,1,0,0
103,"2,8218",9,45,2025,0,0,1,0
104,"2,8218",5,21,441,0,1,0,0
105,"2,8218",12,35,1225,1,0,1,0
106,"2,7753",12,30,900,0,0,1,0
107,"2,7753",5,36,1296,1,0,1,0
108,"2,7753",5,40,1600,1,0,1,0
109,"2,7753",5,37,1369,1,0,1,0
110,"2,7753",9,34,1156,1,0,1,0
111,"2,7753",16,40,1600,1,0,1,0
112,"2,7528",9,20,400,0,0,1,0
113,"2,7528",9,32,1024,0,0,1,0
114,"2,7528",9,30,900,0,0,1,0
115,"2,7528",9,38,1444,1,1,0,0
116,"2,7308",9,35,1225,1,0,1,0
117,"2,7308",5,32,1024,1,0,1,0
118,"2,7308",5,45,2025,1,0,1,0
119,"2,6882",5,54,2916,1,0,1,0
120,"2,6882",12,27,729,1,1,0,0
121,"2,6882",16,23,529,1,1,0,1
122,"2,6676",5,24,576,1,1,0,0
123,"2,5892",5,46,2116,0,0,1,0
124,"2,5341",5,42,1764,0,0,1,0
125,"2,4651",5,25,625,1,0,1,0
126,"2,1286",16,26,676,0,0,1,0
127,"2,1286",12,53,2809,0,0,1,0
128,"2,1286",5,44,1936,0,0,1,0
129,"3,0795",10,23,529,1,1,0,0
130,"3,4142",5,36,1296,0,0,1,0
131,"2,9813",5,40,1600,0,0,1,0
132,"2,9287",5,55,3025,1,0,1,0
133,"2,7856",9,35,1225,0,0,1,0
134,"2,7210",5,30,900,0,0,1,0
135,"2,6033",5,33,1089,1,0,1,0
136,"2,3875",5,35,1225,1,0,1,0
137,"3,0686",9,48,2304,0,0,1,0
138,"3,0405",5,35,1225,0,0,1,0
139,"2,9604",10,24,576,1,0,1,0
140,"2,9604",12,38,1444,1,0,1,0
141,"2,9604",12,35,1225,0,0,1,0
142,"2,9604",12,35,1225,1,0,1,0
143,"2,9351",9,48,2304,1,0,1,0
144,"2,8398",9,36,1296,0,0,1,0
145,"2,8398",12,42,1764,1,0,1,0
146,"2,8398",5,45,2025,0,0,1,0
147,"2,8398",10,26,676,0,1,0,0
148,"2,8398",5,38,1444,0,0,1,0
149,"2,8398",9,25,625,0,0,1,0
150,"2,8173",5,34,1156,0,0,1,0
151,"2,8173",5,38,1444,0,0,1,0
152,"2,7953",9,27,729,1,1,0,0
153,"2,7738",5,31,961,1,0,1,1
154,"2,7528",9,41,1681,1,0,1,0
155,"2,7528",12,29,841,1,0,1,0
156,"2,7528",5,30,900,0,0,1,0
157,"2,7120",12,28,784,1,1,0,0
158,"2,6537",5,38,1444,1,0,1,0
159,"2,6167",5,56,3136,0,0,1,0
160,"2,5809",5,42,1764,0,0,1,0
161,"2,4496",9,44,1936,0,0,1,0
162,"2,3755",12,48,2304,1,0,1,0
163,"2,6852",5,40,1600,1,0,1,0
164,"2,8783",5,45,2025,0,0,1,0
165,"2,8584",9,48,2304,0,0,1,0
166,"3,1284",5,54,2916,1,0,1,1
167,"2,9659",16,29,841,1,0,1,0
168,"2,9171",10,35,1225,1,1,0,0
169,"2,9171",12,45,2025,1,0,1,0
170,"2,8706",5,55,3025,1,0,1,0
171,"2,8706",5,45,2025,1,0,1,0
172,"2,8261",5,44,1936,1,0,1,0
173,"2,8261",16,26,676,1,1,0,0
174,"2,8261",5,25,625,1,0,1,0
175,"2,6294",5,55,3025,0,0,1,0
176,"2,2239",5,45,2025,1,0,1,0
177,"3,0062",10,21,441,1,1,0,0
178,"2,8489",10,31,961,0,0,1,0
179,"3,1881",5,43,1849,0,0,1,0
180,"3,1293",10,47,2209,1,0,1,0
181,"3,0737",5,29,841,0,0,1,0
182,"2,9957",5,35,1225,0,0,1,0
183,"2,9957",5,38,1444,0,0,1,0
184,"2,9957",9,50,2500,0,0,1,0
185,"2,9469",5,40,1600,1,0,0,1
186,"2,9234",9,38,1444,1,0,1,0
187,"2,8560",12,36,1296,1,0,1,0
188,"2,8134",5,37,1369,0,0,1,0
189,"2,9150",5,27,729,0,0,1,0
190,"3,2479",16,52,2704,1,0,1,0
191,"3,1872",10,19,361,1,1,0,0
192,"3,1583",5,52,2704,1,0,0,1
193,"3,1301",9,40,1600,0,0,1,0
194,"3,1301",5,45,2025,0,0,1,0
195,"3,1301",10,40,1600,0,0,1,0
196,"3,1027",12,23,529,0,0,1,0
197,"3,0500",5,40,1600,1,0,1,0
198,"3,0500",12,21,441,1,1,0,0
199,"3,0500",12,40,1600,1,0,1,0
200,"3,0500",10,20,400,1,1,0,0
201,"3,0500",12,30,900,0,1,0,0
202,"3,0500",5,59,3481,1,0,1,0
203,"3,0247",9,52,2704,0,0,1,0
204,"3,0247",12,49,2401,1,0,1,0
205,"3,0247",5,32,1024,0,0,1,0
206,"2,9294",5,35,1225,1,0,1,0
207,"2,9294",5,42,1764,0,0,1,0
208,"2,9294",9,19,361,1,1,0,0
209,"2,9294",12,35,1225,1,0,1,0
210,"2,9294",12,26,676,1,1,0,0
211,"2,9294",12,30,900,0,0,1,0
212,"2,9294",12,41,1681,1,0,1,0
213,"2,9294",12,47,2209,1,0,1,0
214,"2,9294",12,39,1521,0,0,1,0
215,"2,9069",5,35,1225,0,0,1,0
216,"2,9069",10,40,1600,1,0,1,0
217,"2,9069",5,35,1225,1,0,1,0
218,"2,9069",12,24,576,0,0,1,0
219,"2,9069",16,30,900,1,1,0,0
220,"2,9069",5,48,2304,0,0,1,0
221,"2,8850",5,35,1225,1,0,1,0
222,"2,8850",12,40,1600,1,0,1,0
223,"2,8424",10,30,900,1,0,1,1
224,"2,8424",5,40,1600,0,0,1,0
225,"2,8424",5,18,324,1,1,0,0
226,"2,8424",5,36,1296,1,0,1,0
227,"2,8424",5,25,625,0,0,1,0
228,"2,8424",9,29,841,1,0,1,0
229,"2,8424",5,34,1156,1,0,1,0
230,"2,8424",5,45,2025,0,0,1,0
231,"2,8218",5,40,1600,1,0,1,0
232,"2,8218",5,17,289,0,1,0,0
233,"2,8218",5,42,1764,0,0,1,0
234,"2,7624",5,46,2116,0,0,1,0
235,"2,7433",12,38,1444,0,0,1,0
236,"2,7433",9,45,2025,1,0,1,0
237,"2,7433",10,25,625,1,1,0,0
238,"2,7246",9,19,361,1,1,0,0
239,"2,6882",9,30,900,0,0,1,0
240,"2,5705",12,50,2500,0,0,1,0
241,"2,5392",12,33,1089,1,0,1,0
242,"2,9464",5,49,2401,1,0,1,0
243,"3,4096",12,35,1225,1,0,1,0
244,"3,0782",10,50,2500,1,0,1,0
245,"3,0782",12,40,1600,1,0,1,0
246,"3,0529",10,23,529,1,1,0,0
247,"3,0282",5,28,784,0,0,1,0
248,"2,9576",12,34,1156,1,0,1,0
249,"2,9576",5,48,2304,1,0,1,0
250,"2,9351",12,35,1225,0,0,1,0
251,"2,9351",5,58,3364,0,0,1,0
252,"2,9351",12,34,1156,1,0,1,0
253,"2,9131",5,37,1369,1,0,1,0
254,"2,8706",5,23,529,0,0,1,0
255,"2,8706",9,46,2116,0,0,1,0
256,"2,8499",12,39,1521,1,0,1,0
257,"2,8099",5,40,1600,0,0,1,0
258,"2,6474",12,30,900,0,0,1,0
259,"2,8816",9,29,841,1,0,1,0
260,"3,0920",12,28,784,1,0,1,1
261,"3,0556",12,42,1764,0,0,1,0
262,"2,9850",5,42,1764,0,0,1,0
263,"2,9625",12,27,729,0,0,1,0
264,"2,8980",5,24,576,0,1,0,0
265,"2,8980",5,37,1369,1,0,1,0
266,"2,2583",12,35,1225,1,0,1,0
267,"2,9540",10,33,1089,1,0,1,0
268,"2,9172",10,33,1089,0,0,1,0
269,"3,9626",10,38,1444,0,0,1,0
270,"3,2123",12,48,2304,0,0,1,0
271,"3,1323",5,50,2500,1,0,1,0
272,"3,1323",12,45,2025,1,0,1,0
273,"3,1323",12,30,900,1,0,1,0
274,"3,1323",5,40,1600,1,0,1,0
275,"3,1323",16,30,900,1,0,1,1
276,"3,1323",5,36,1296,1,0,1,0
277,"3,1070",5,53,2809,1,0,1,0
278,"3,1070",12,29,841,0,0,1,0
279,"3,1070",5,57,3249,1,0,1,0
280,"3,0116",9,41,1681,1,0,1,0
281,"3,0116",12,27,729,1,0,1,0
282,"3,0116",5,37,1369,1,0,1,0
283,"2,9892",12,35,1225,1,0,1,0
284,"2,9892",16,28,784,1,0,1,0
285,"2,9672",5,42,1764,1,0,1,0
286,"2,9672",12,22,484,1,1,0,0
287,"2,7885",5,52,2704,0,0,1,0
288,"2,7705",12,20,400,0,0,1,0
289,"2,6850",5,45,2025,1,0,1,0
290,"3,2665",16,45,2025,1,0,1,0
291,"3,1329",9,31,961,0,1,0,0
292,"3,1082",5,40,1600,0,0,1,0
293,"3,0152",12,41,1681,1,0,1,0
294,"2,7965",12,37,1369,0,0,1,0
295,"3,1710",9,58,3364,1,0,1,0
296,"3,1730",5,50,2500,1,0,1,0
297,"3,5513",10,47,2209,1,0,1,0
298,"3,3506",9,36,1296,0,0,1,0
299,"3,3208",12,40,1600,1,0,1,0
300,"3,2918",12,35,1225,1,0,1,0
301,"3,2918",5,42,1764,1,0,1,0
302,"3,2636",9,38,1444,1,0,1,0
303,"3,2362",5,57,3249,0,0,1,0
304,"3,2095",9,44,1936,0,0,1,0
305,"3,1836",5,30,900,1,0,1,0
306,"3,1836",10,59,3481,1,0,1,0
307,"3,1836",12,22,484,1,1,0,0
308,"3,1836",5,44,1936,1,0,1,0
309,"3,1583",9,38,1444,1,0,1,0
310,"3,1583",10,29,841,0,0,1,0
311,"3,1583",12,37,1369,1,0,1,0
312,"3,1583",12,20,400,1,1,0,0
313,"3,1583",10,34,1156,1,0,1,0
314,"3,1336",12,27,729,1,0,1,0
315,"3,1336",9,36,1296,0,0,1,0
316,"3,1095",5,48,2304,1,0,1,0
317,"3,0629",9,36,1296,1,0,1,0
318,"3,0629",5,34,1156,0,0,1,0
319,"3,0629",5,52,2704,1,0,1,0
320,"3,0629",5,24,576,0,0,1,0
321,"3,0629",10,35,1225,0,0,1,0
322,"3,0629",5,43,1849,1,0,1,0
323,"3,0629",9,42,1764,1,0,1,0
324,"3,0629",12,35,1225,1,0,1,0
325,"3,0405",9,41,1681,0,0,1,0
326,"3,0405",5,33,1089,1,0,1,0
327,"3,0405",5,38,1444,1,0,1,0
328,"3,0185",12,35,1225,0,0,1,0
329,"2,9970",5,46,2116,1,0,1,0
330,"2,9759",12,34,1156,0,0,1,0
331,"2,9759",16,47,2209,1,0,1,0
332,"2,9759",12,36,1296,1,0,1,0
333,"2,9759",12,33,1089,0,0,1,0
334,"2,9759",9,37,1369,1,1,0,0
335,"2,9759",5,38,1444,1,0,1,0
336,"2,8959",10,36,1296,1,0,1,0
337,"2,8581",5,47,2209,1,0,1,1
338,"2,8581",5,45,2025,0,0,1,0
339,"2,8581",12,55,3025,0,0,1,0
340,"2,8041",12,55,3025,0,0,1,0
341,"2,7363",5,48,2304,0,0,1,0
342,"2,7200",9,52,2704,1,0,1,0
343,"2,6727",9,42,1764,0,0,1,0
344,"2,5986",5,40,1600,1,0,1,0
345,"2,9908",5,48,2304,0,0,1,0
346,"2,9957",12,35,1225,0,0,1,0
347,"3,2083",5,45,2025,0,0,1,0
348,"3,0432",16,34,1156,1,0,1,0
349,"3,0432",16,45,2025,0,0,1,0
350,"3,0006",9,46,2116,1,0,1,0
351,"2,9206",12,41,1681,1,0,1,0
352,"3,2180",10,34,1156,1,0,1,0
353,"3,2464",5,33,1089,1,0,1,0
354,"3,0773",5,46,2116,0,0,1,0
355,"3,0127",12,40,1600,0,0,1,0
356,"3,2324",9,38,1444,1,0,1,0
357,"3,2324",5,30,900,0,0,1,0
358,"3,2324",16,45,2025,1,0,1,0
359,"3,1583",5,42,1764,0,0,1,0
360,"3,1117",10,36,1296,1,0,1,0
361,"3,1117",9,29,841,0,1,0,0
362,"3,1117",10,25,625,1,0,1,0
363,"3,0673",5,41,1681,0,0,1,0
364,"2,8706",5,36,1296,1,1,0,0
365,"2,8529",12,47,2209,1,0,1,0
366,"2,8016",12,35,1225,1,0,1,0
367,"2,6193",12,32,1024,1,0,1,0
368,"2,6055",12,37,1369,1,0,1,0
369,"3,2189",10,35,1225,0,0,1,0
370,"2,8824",12,47,2209,0,0,1,0
371,"2,8824",12,26,676,1,0,1,0
372,"3,0826",10,40,1600,0,0,1,0
373,"3,2306",12,32,1024,1,1,0,0
374,"3,0074",9,25,625,1,1,0,0
375,"3,2352",5,44,1936,0,0,1,0
376,"3,4115",5,41,1681,0,0,1,0
377,"3,2536",9,53,2809,1,0,0,0
378,"3,1583",5,35,1225,0,0,1,0
379,"3,1358",5,44,1936,1,0,1,0
380,"3,1358",5,52,2704,0,0,1,0
381,"3,0923",12,32,1024,1,0,1,0
382,"2,9535",16,32,1024,1,0,1,0
383,"2,5857",16,36,1296,1,0,1,0
384,"3,4386",16,30,900,1,1,0,0
385,"3,4096",16,43,1849,1,0,1,0
386,"3,3814",5,33,1089,0,0,1,0
387,"3,3814",9,50,2500,0,0,1,0
388,"3,3014",9,40,1600,0,0,1,0
389,"3,3014",9,38,1444,1,0,1,0
390,"3,3014",10,35,1225,1,0,0,0
391,"3,3014",9,30,900,1,1,0,0
392,"3,2760",16,25,625,1,1,0,0
393,"3,2760",12,30,900,1,0,1,0
394,"3,2760",9,47,2209,1,0,1,0
395,"3,2760",12,50,2500,1,0,1,0
396,"3,2037",10,28,784,1,0,1,0
397,"3,1807",10,40,1600,1,0,1,0
398,"3,1807",5,50,2500,0,0,1,0
399,"3,1807",10,38,1444,1,0,1,0
400,"3,1807",12,42,1764,1,0,1,0
401,"3,1583",12,42,1764,0,0,1,0
402,"3,1583",5,45,2025,1,0,1,0
403,"3,1583",5,42,1764,1,0,1,0
404,"3,1583",12,20,400,1,1,0,0
405,"3,1583",12,23,529,1,1,0,0
406,"3,1583",12,36,1296,1,0,1,0
407,"3,0937",10,23,529,1,1,0,0
408,"3,0937",10,24,576,1,1,0,0
409,"3,0937",16,28,784,1,0,1,0
410,"3,0937",9,54,2916,1,0,1,0
411,"3,0937",12,25,625,1,1,0,0
412,"3,0937",12,32,1024,0,0,1,0
413,"3,0937",16,27,729,1,0,1,0
414,"3,0937",16,35,1225,1,0,1,0
415,"3,0137",9,45,2025,0,0,1,0
416,"2,9759",12,46,2116,1,0,1,0
417,"2,9396",5,47,2209,0,0,1,0
418,"2,9396",10,26,676,0,0,1,0
419,"2,7454",5,50,2500,0,0,1,0
420,"2,7454",12,25,625,0,1,0,0
421,"2,7164",5,30,900,1,0,1,0
422,"2,7164",5,45,2025,1,0,1,0
423,"3,1863",16,31,961,1,0,1,0
424,"3,1429",12,25,625,1,1,0,0
425,"3,1445",12,52,2704,1,0,1,0
426,"3,1918",10,30,900,1,1,0,0
427,"3,1693",12,50,2500,0,0,1,0
428,"3,1693",5,39,1521,1,0,1,0
429,"3,1983",5,57,3249,1,0,1,0
430,"3,4034",12,28,784,1,0,1,0
431,"3,3233",12,55,3025,1,0,1,0
432,"3,2980",9,47,2209,1,0,1,0
433,"3,2027",5,30,900,0,0,1,0
434,"3,2027",12,50,2500,0,0,1,0
435,"3,0951",12,27,729,1,0,1,0
436,"3,2092",12,42,1764,1,0,1,0
437,"3,3195",12,43,1849,1,0,1,0
438,"3,3195",9,45,2025,1,0,1,0
439,"3,2242",16,34,1156,1,0,1,0
440,"3,2242",12,47,2209,1,0,1,0
441,"3,1798",5,32,1024,0,0,1,0
442,"3,1376",12,41,1681,1,1,0,0
443,"3,2411",16,45,2025,1,0,1,0
444,"3,3659",5,35,1225,0,0,1,0
445,"3,3659",16,35,1225,1,1,0,1
446,"3,2453",5,50,2500,1,0,1,0
447,"3,2228",10,40,1600,1,0,1,0
448,"3,2228",16,35,1225,1,0,1,0
449,"3,2228",5,45,2025,1,0,1,0
450,"3,1583",5,44,1936,1,0,1,0
451,"3,1583",12,40,1600,0,0,1,0
452,"3,0592",12,38,1444,1,0,1,0
453,"3,0592",12,40,1600,1,0,1,0
454,"3,0103",9,40,1600,0,0,1,0
455,"3,4002",10,43,1849,1,0,1,0
456,"3,2546",16,40,1600,0,0,1,0
457,"3,3865",10,37,1369,1,0,1,0
458,"3,0611",12,42,1764,1,0,1,0
459,"3,3963",16,28,784,1,0,1,0
460,"4,1799",5,55,3025,0,0,1,0
461,"3,9792",12,30,900,1,0,1,0
462,"3,4067",12,32,1024,0,0,1,0
463,"3,4067",16,24,576,1,1,0,1
464,"3,3814",10,23,529,1,0,1,0
465,"3,3814",16,45,2025,1,0,1,0
466,"3,3814",16,22,484,1,1,0,0
467,"3,3814",12,44,1936,1,0,1,0
468,"3,3814",9,46,2116,0,0,1,0
469,"3,3567",12,50,2500,1,0,1,0
470,"3,3326",12,55,3025,1,0,1,0
471,"3,2861",12,38,1444,1,0,1,0
472,"3,2861",10,42,1764,1,0,1,0
473,"3,2861",5,50,2500,1,1,0,0
474,"3,2861",10,52,2704,1,0,1,0
475,"3,2861",12,35,1225,1,0,1,0
476,"3,2861",10,46,2116,1,0,1,0
477,"3,2861",16,36,1296,1,0,1,0
478,"3,2861",5,45,2025,1,0,1,0
479,"3,2861",12,39,1521,1,0,1,0
480,"3,2861",16,42,1764,1,0,1,0
481,"3,2636",16,47,2209,1,0,1,0
482,"3,2636",12,27,729,1,1,0,0
483,"3,2636",9,40,1600,1,0,1,0
484,"3,2636",12,37,1369,1,0,1,0
485,"3,2636",12,42,1764,1,0,1,0
486,"3,2416",9,40,1600,1,0,1,1
487,"3,2416",5,55,3025,1,0,1,0
488,"3,2201",12,41,1681,0,0,1,0
489,"3,1991",10,40,1600,0,0,1,0
490,"3,1991",12,37,1369,1,0,1,0
491,"3,1991",12,50,2500,1,0,1,0
492,"3,1991",12,28,784,1,0,1,0
493,"3,1991",16,24,576,1,0,1,1
494,"3,1991",12,23,529,1,1,0,0
495,"3,1785",5,50,2500,1,0,1,0
496,"3,1785",5,52,2704,1,0,1,0
497,"3,1000",12,46,2116,1,0,1,0
498,"3,1000",16,44,1936,1,0,1,0
499,"3,0449",9,35,1225,1,0,1,0
500,"3,0449",12,38,1444,0,0,1,0
501,"3,0449",12,35,1225,0,0,1,0
502,"2,7936",10,29,841,1,1,0,0
503,"3,4012",5,27,729,1,1,0,0
504,"3,2614",5,22,484,1,1,0,0
505,"3,0686",12,55,3025,0,0,1,0
506,"3,1944",5,34,1156,0,0,1,0
507,"3,5541",16,41,1681,1,0,1,0
508,"3,4459",16,24,576,0,1,0,0
509,"3,4459",9,30,900,0,0,1,0
510,"3,4459",12,48,2304,1,0,1,0
511,"3,4459",12,42,1764,1,0,1,0
512,"3,3253",12,48,2304,1,0,1,0
513,"3,3253",16,40,1600,1,0,1,0
514,"3,3028",12,42,1764,1,0,1,0
515,"3,2809",9,45,2025,1,0,1,0
516,"3,2383",9,45,2025,1,0,1,0
517,"3,1777",10,40,1600,1,0,1,0
518,"3,1583",10,40,1600,0,0,1,0
519,"3,1583",12,52,2704,1,0,1,0
520,"3,1205",5,31,961,1,0,1,0
521,"2,9048",5,36,1296,0,0,1,0
522,"3,3301",16,25,625,0,1,0,0
523,"3,0918",5,47,2209,1,0,1,0
524,"3,5450",12,45,2025,1,0,1,0
525,"3,5176",5,57,3249,0,0,1,0
526,"3,2784",12,42,1764,1,0,1,0
527,"3,1107",12,47,2209,1,0,1,0
528,"3,7460",12,50,2500,1,0,1,0
529,"3,4837",5,40,1600,0,0,1,0
530,"3,3630",5,36,1296,1,0,1,0
531,"3,3186",16,37,1369,1,0,1,0
532,"3,6392",16,33,1089,1,0,1,0
533,"3,5821",10,37,1369,1,1,0,0
534,"3,4767",10,49,2401,1,0,1,0
535,"3,4767",12,42,1764,1,0,1,0
536,"3,3814",10,45,2025,0,0,1,0
537,"3,3814",16,28,784,0,0,1,0
538,"3,3814",10,28,784,0,0,1,0
539,"3,3814",16,32,1024,0,0,1,0
540,"3,3589",16,36,1296,1,0,1,0
541,"3,3369",16,22,484,1,1,0,0
542,"3,2944",5,35,1225,1,0,1,0
543,"3,2536",12,33,1089,0,0,1,0
544,"3,1402",5,59,3481,1,0,1,0
545,"3,1402",5,57,3249,1,0,1,0
546,"3,1051",16,36,1296,1,0,1,0
547,"2,6547",16,40,1600,1,0,1,0
548,"3,4821",10,28,784,1,1,0,0
549,"3,1547",12,43,1849,1,0,1,0
550,"3,3994",16,28,784,0,0,1,0
551,"3,3994",12,50,2500,1,0,1,0
552,"3,3550",10,36,1296,1,0,1,0
553,"3,2918",16,30,900,1,1,0,1
554,"3,3095",9,35,1225,1,0,1,0
555,"3,1760",5,55,3025,0,0,1,0
556,"3,5298",16,32,1024,1,1,0,0
557,"3,4345",16,22,484,1,0,1,0
558,"3,4120",10,45,2025,1,0,1,0
559,"3,3901",10,40,1600,1,0,1,0
560,"3,5722",16,40,1600,0,0,1,0
561,"3,4071",16,33,1089,0,1,0,0
562,"3,3646",10,22,484,1,0,1,0
563,"3,2552",10,35,1225,0,0,1,0
564,"3,7869",9,38,1444,0,0,1,0
565,"3,7262",16,42,1764,0,0,1,0
566,"3,7262",16,51,2601,1,0,0,1
567,"3,6972",10,43,1849,1,0,1,0
568,"3,6417",16,24,576,1,1,0,0
569,"3,6417",16,35,1225,1,0,1,0
570,"3,5890",12,49,2401,1,0,1,0
571,"3,5890",5,40,1600,1,0,1,0
572,"3,5890",5,50,2500,1,0,1,0
573,"3,5890",16,32,1024,0,0,1,0
574,"3,5637",12,45,2025,0,0,1,0
575,"3,5637",12,28,784,0,0,1,0
576,"3,5637",10,41,1681,1,0,1,0
577,"3,5149",10,40,1600,1,0,1,0
578,"3,4914",16,44,1936,1,0,1,0
579,"3,4684",10,46,2116,1,0,1,0
580,"3,4684",5,58,3364,1,0,1,0
581,"3,4684",12,32,1024,1,0,1,0
582,"3,4684",16,45,2025,1,0,1,0
583,"3,4684",12,26,676,0,1,0,0
584,"3,4684",12,58,3364,1,0,1,0
585,"3,4684",12,50,2500,0,0,1,0
586,"3,4684",9,55,3025,0,0,1,0
587,"3,4684",5,33,1089,0,1,0,0
588,"3,4459",5,45,2025,1,0,1,0
589,"3,4459",16,25,625,1,1,0,0
590,"3,4240",10,36,1296,1,0,1,0
591,"3,4240",12,37,1369,1,0,1,0
592,"3,4240",10,40,1600,1,0,1,0
593,"3,4024",10,38,1444,1,0,1,0
594,"3,4024",16,33,1089,1,0,1,0
595,"3,3814",12,48,2304,1,0,1,0
596,"3,3814",16,30,900,1,1,0,0
597,"3,3814",9,42,1764,1,0,1,0
598,"3,3814",12,20,400,1,1,0,0
599,"3,3814",10,40,1600,1,0,1,0
600,"3,3814",16,35,1225,1,0,1,0
601,"3,3014",16,38,1444,1,0,1,0
602,"3,3014",12,35,1225,0,0,1,1
603,"3,2272",12,38,1444,0,0,1,0
604,"3,2272",9,38,1444,1,0,1,0
605,"3,4767",16,43,1849,1,0,1,0
606,"3,6056",16,36,1296,0,0,1,0
607,"3,4625",10,41,1681,1,0,1,0
608,"3,4952",16,41,1681,1,0,1,0
609,"3,7889",16,40,1600,1,0,1,0
610,"3,7300",16,38,1444,1,0,1,0
611,"3,6218",16,42,1764,1,0,1,0
612,"3,6218",16,40,1600,1,0,1,0
613,"3,4787",16,38,1444,1,0,1,0
614,"2,9547",16,27,729,0,1,0,1
